dataset,uuid,status,markers,open_count,open_placeholder,open_meta,open_junk,open_short,texts_json
260300_ECHO,sspgqctb6b0gyy2y,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/u1IDH,/BRANDS2RATEQuota/bIVuw,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",9,0,0,1,7,"[""backhoes"", ""power washer"", ""log splitter"", ""air tools"", ""The latest projects include leveling a gravel driveway and repairing a back deck of my home."", ""John Deere"", ""John Deere dealership"", ""JohnDeere.com"", ""1""]"
260300_ECHO,8mb6uj3qd7tw6d9k,0,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/gvZBa,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/RegionQuota/Y3p09",5,0,0,0,2,"[""Cordless string trimmer"", ""Handheld hedge trimmer"", ""Blowed dirt from the driveway with a leaf blower"", ""Greenworks"", ""1""]"
260300_ECHO,mzscvyb7b50q3jab,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",6,0,0,0,4,"[""Post hole auger"", ""Roto tiller"", ""Chainsaw"", ""Cutting up trees damaged in windstorm"", ""High quality"", ""1""]"
260300_ECHO,rw5mkuk7pa6twgyg,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/SXXcl/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",4,0,0,0,2,"[""Trimmed hedges and mowed lawn"", ""John Deere"", ""It has easy to understand."", ""1""]"
260300_ECHO,585v2kst5j5ac91c,0,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5",5,0,0,0,4,"[""Pole saw"", ""String trimmer"", ""Tree trimming, used chainsaws"", ""Dewalt"", ""1""]"
260300_ECHO,tkxkkuxsc67fanr6,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/RegionQuota/Qa7G0,bad:/ChannelQuota/Other channel/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:qualified,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/Gender",4,0,0,0,3,"[""4"", ""4"", ""I CURRENLTY RENOVATING MY BACKYARD AND PLANNING AN ORCHARD"", ""1""]"
260300_ECHO,vfzc4b059n7ctrsw,0,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/Jbd7Y,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",4,0,0,0,2,"[""Chainsaw or pole saw"", ""Trimmer"", ""Redid all the flower beds and built on to our back porch"", ""1""]"
260300_ECHO,2sf58fku5aw74swz,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGG",7,0,0,0,5,"[""Amazon"", ""Walmart"", ""Target"", ""Very good and accurate data and a very interesting read for anyone"", ""Amazon"", ""Very good and accurate data"", ""1""]"
260300_ECHO,ns1mft757tqptt7k,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",4,0,0,0,2,"[""Cordless Leaf Blower"", ""Pole saw"", ""The battery powered mower made it easy to move around without dealing with cables."", ""1""]"
260300_ECHO,mm5c0sxk2m740m6b,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:qualified,badopen,bad:/Ge",5,0,0,0,3,"[""Griller"", ""Driller"", ""The recent home improvement project i did was I lawn my surroundings recently"", ""They were advertising about their new upgrade machine"", ""1""]"
260300_ECHO,hwyu3vcytxqw928k,0,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",6,0,0,0,4,"[""Log splitters"", ""Presssure washers"", ""Gas snow blower cleared the driveway in winter saving hours of manual shoveling."", ""Craftsman"", ""ECHO ad showed a person easily trimming bushes with a powerful cordless tool today."", ""1""]"
260300_ECHO,ua51gp39fvazw10n,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/CONAgeQuota/qikxx,bad:/BRANDS2RATEQuota/Ariens,bad:/TotalQuota/Total,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,b",4,0,0,0,3,"[""1"", ""2"", ""By trimming overgrown hedges using a battery powered hedge trimmer that helped to clear pathways, improving my lawn to look unique or appealing"", ""1""]"
260300_ECHO,85ujnj5uykxfqnej,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/gvZBa,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",5,0,0,0,3,"[""Leaf blower"", ""Pressure washer"", ""Sharpened the mower blades after cutting the grass to maintain lawn health effectively."", ""Narrator explained how ECHO tools are easy to start and maintain for homwowners."", ""1""]"
260300_ECHO,sw3j637uhhtmy0k1,0,"qualified,/GenderQuota/GKGGU/fVOe7,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5",4,0,0,0,3,"[""Leaf blowers"", ""Pressure washers"", ""While the leaf blower effciently gathered debris into piles for disposal., a pressure washer is more effective for removing dirt."", ""1""]"
260300_ECHO,xgungb6s4ka6f2dk,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/gvZBa,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",6,0,0,0,3,"[""Tillers"", ""Corded pressure washer"", ""Aerator"", ""Powered the robotic lawn mower which automatically cleaned the front yard quietly and smoothly."", ""Showing the trimmer running perfectly after heavy outdoor yard use."", ""0""]"
260300_ECHO,gz42fannzzqsukwd,1,"bad:/CLASSIFYQuota/yLx2x,bad:/CONAgeQuota/qikxx,bad:/BRANDS2RATEQuota/zNbns,bad:/TotalQuota/Total,bad:qualified,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,ba",4,0,0,0,3,"[""5"", ""5"", ""Of course taking care of the lawn."", ""1""]"
260300_ECHO,937nxxzc9qt75ftn,0,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/W0MBO,/BRANDS2RATEQuota/bIVuw,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",5,0,0,0,3,"[""Cutting down tree limbs so they do not fall onto my building"", ""John deere"", ""Snapper"", ""That it was for echo power equipment"", ""1""]"
260300_ECHO,0zk83bxqqwwajckx,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/SXXcl/fVOe7,/BRANDS2RATEQuota/CC8Pm,/BRANDS2RATEQuota/u1IDH,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",3,0,0,0,2,"[""I used my battery operated snowblower to clean off my sidewalk and driveway."", ""Worx"", ""1""]"
260300_ECHO,v0hm9tx5gsm7yu5d,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/CONAgeQuota/qikxx,bad:/BRANDS2RATEQuota/W0MBO,bad:/TotalQuota/Total,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,ba",5,0,0,0,3,"[""2"", ""1"", ""Trimmed tall hedges using a long reach hedge trimmer helps to shaping them evenly, improving privacy and enhancing the structured look my outdoor landscaping"", ""Due to the modern visuals presented in the advertisement to attract us more towards product"", ""1""]"
260300_ECHO,wg1xb9vc8gt80jmj,0,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5",4,0,0,0,3,"[""generator"", ""generator"", ""I recently had to remove some branches from the trees in my yard due to the HOA and used my power saws."", ""1""]"
260300_ECHO,ew0huucr9nduyfrn,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/gvZBa,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",5,1,0,0,4,"[""N/A"", ""Chainsaw"", ""Chainsaw"", ""I made some changes my lawn recently, so I needed to clean it and make a lot of work like cut the grass , cut some unwanted trees."", ""1""]"
260300_ECHO,uncfq0vvw5gv43vc,0,"qualified,/BRANDS2RATEQuota/bIVuw,/BRANDS2RATEQuota/Jbd7Y,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/RegionQuota/Y3p09",5,2,0,0,4,"[""none"", ""paint sprayer"", ""none"", ""i created a garden in my backyard that required me to dig up grass then use different tools to perfect it"", ""1""]"
260300_ECHO,m1dexegb4f437zsw,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/CONAgeQuota/qikxx,bad:/TotalQuota/Total,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj,ba",4,0,0,0,3,"[""2"", ""1"", ""Used a lawn mower to maintain grass height ensuring uniform cutting, improving lawn health and keeping my outdoor space neat as well as visually appealing"", ""1""]"
260300_ECHO,wqhrq988h8tgqfnn,0,"qualified,/BRANDS2RATEQuota/bIVuw,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,/CONAgeQuota/NVAwB,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",7,5,0,0,6,"[""None"", ""None"", ""None"", ""None"", ""I used a gas-powered brush cutter to clear two years of thick overgrowth behind the shed."", ""None"", ""1""]"
260300_ECHO,4s0g3vw14m0086pa,0,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/bIVuw,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",5,0,0,0,4,"[""Lawn mower"", ""Lawnmower"", ""Lawnmower"", ""I use the right alarm where I cut the grass around the house"", ""1""]"
260300_ECHO,eh1s1e9bsddtm3rn,0,"qualified,/BRANDS2RATEQuota/W0MBO,/BRANDS2RATEQuota/Fnvrj,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/CONAgeQuota/O49cL,/ChannelQuota/HD or OPE dealers/a79T5",5,0,0,0,3,"[""Chainsaw"", ""Hedge trimmer"", ""Cordless snow blower"", ""The pressure washer cleaned off tough stains and dirt, making the patio look brand new."", ""1""]"
260300_ECHO,dyba0pzew5190cnm,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/gvZBa,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",3,0,0,0,2,"[""i planted ornamental plants"", ""stihl"", ""1""]"
260300_ECHO,yufba4dy0y9y11sm,0,"qualified,/GenderQuota/SXXcl/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/BRANDS2RATEQuota/zNbns,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",6,0,0,0,2,"[""Whatever other kind of equipment we might need"", ""Whatever other equipment we can might need"", ""Any other equipment we might need"", ""We always have to mow take care of the garden. We also built a deck."", ""Black & Decker"", ""1""]"
260300_ECHO,wwxpw019ykh70drw,0,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/NPaMe,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5,/RegionQuota/Y3p09",6,0,0,0,5,"[""Aeriator"", ""Back hoe"", ""Leaf vaccum"", ""I recently used the snowblower on clearing my front driveway and walkway after the Nor’easter storm."", ""Ego power"", ""1""]"
260300_ECHO,ryt5vbts0uvzj5zj,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/CONAgeQuota/qikxx,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGG",6,0,0,0,4,"[""Amazon equipment"", ""Apple brand"", ""Very good and reliable place."", ""Amazon"", ""Very optimistic and reliable."", ""1""]"
260300_ECHO,8p243nb021u3pfpp,0,"qualified,/BRANDS2RATEQuota/bIVuw,/BRANDS2RATEQuota/Jbd7Y,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",4,0,0,0,3,"[""Grill"", ""fireplace"", ""Grass Cleaning and General Tidy-up"", ""1""]"
260300_ECHO,0133qamhqkxfbcnv,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",3,0,0,0,2,"[""Replaced old fence posts. Used gas auger and chainsaw. Took a full weekend."", ""Honda"", ""1""]"
260300_ECHO,0eujwpdy6mjvy46r,0,"qualified,/CONAgeQuota/qikxx,/GenderQuota/GDBbJ/fVOe7,/BRANDS2RATEQuota/u1IDH,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",5,0,0,0,3,"[""Generator"", ""Gutter cleaner"", ""ICU.\\nT my grass , with a gas power of zero term mower"", ""New battery power smart law equipment"", ""1""]"
260300_ECHO,eb5yfr84tcc6zh3t,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5",4,0,0,0,3,"[""Leaf vacuum"", ""Mulcher"", ""I used a gas mower and battery powered trimmer to clean up and edge my lawn for the spring season."", ""1""]"
260300_ECHO,y336chgdu0enz24a,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/GenderQuota/SXXcl/fVOe7,badopen,bad:/BRANDS2RATEQuota/bIVuw,20260310_09:13_",3,0,0,0,2,"[""Blower"", ""I edged my entire yard to prepare for summer"", ""1""]"
260300_ECHO,2hgqd3kgq0req91d,0,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/zNbns,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/RegionQuota/Y3p09",6,1,0,0,5,"[""None"", ""Anything"", ""Vacumn"", ""I used my snowblower for 2 12 inch snowstorms"", ""Black & decker"", ""1""]"
260300_ECHO,mmcdftdgsrzk4ejm,0,"qualified,/GenderQuota/SXXcl/fVOe7,/BRANDS2RATEQuota/zNbns,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",3,0,0,0,2,"[""lawn mowing and using a lawn mower"", ""john deere"", ""1""]"
260300_ECHO,w8db05n1k90kff25,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",3,0,0,0,2,"[""Generator"", ""Just remodeled bathroom. Re hung and all ."", ""1""]"
260300_ECHO,7sdu2nxp7jv5z4nr,0,"qualified,/BRANDS2RATEQuota/bIVuw,/BRANDS2RATEQuota/Jbd7Y,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5,/RegionQuota/Y3p09",3,0,0,0,2,"[""I changed all of the landscaping of my property for a divorce kind of look and improve the aesthics"", ""John deere"", ""1""]"
260300_ECHO,n5xmc5a5bce658jb,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/CONAgeQuota/qikxx,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/RegionQuota/Y3p09,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/GenderQuota/GKGG",5,0,0,0,2,"[""Alarm security bell"", ""security guard"", ""my involvement in. buying equipment and lawn care which maintain project of my outdoor power equipment"", ""Good value for money"", ""1""]"
260300_ECHO,u5pnagd1f52rgcdk,0,"qualified,/GenderQuota/GKGGU/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",4,0,0,0,3,"[""The only power equipment I use is the mower, and I mowed last weekend"", ""Troy Bilt"", ""Browser search"", ""1""]"
260300_ECHO,sqtc6c1dzhqw17x0,0,"qualified,/BRANDS2RATEQuota/zNbns,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,/BRANDS2RATEQuota/UEGcM,/CONAgeQuota/NVAwB,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",4,0,0,0,3,"[""Cutting machine"", ""Lawn mower"", ""Clearing the bushes in my house"", ""1""]"
260300_ECHO,x551kq0c9quatmqm,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/ChannelQuota/Other channel/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/GenderQuota/SXXcl/fVOe7,badopen,bad:/BRANDS2RATEQuota/Jb",4,0,0,0,3,"[""Grill"", ""fireplace"", ""Grass Cleaning and General Tidy-up"", ""1""]"
260300_ECHO,n0qe443crp5hfasb,0,"qualified,/CONAgeQuota/qikxx,/BRANDS2RATEQuota/bIVuw,/GenderQuota/SXXcl/fVOe7,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5,/RegionQuota/Y3p09",3,0,0,0,2,"[""Pressure washer"", ""Leaf blower used yo start spring cleanup"", ""0""]"
260300_ECHO,svd3303bfvhagcdg,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad",6,0,0,0,5,"[""ownes"", ""owned"", ""iwnes"", ""owned"", ""outdoor renovation, making it beautiful"", ""1""]"
260300_ECHO,tsn0q08e60zy4tvq,0,"qualified,/BRANDS2RATEQuota/W0MBO,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/RegionQuota/Qa7G0,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",3,0,0,0,2,"[""Lawn Mower"", ""The blower's cordless feature was perfect for my home improvement project letting me work swiftly and move around without any hassle."", ""1""]"
260300_ECHO,euvm8ha9qcm146mj,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/RegionQuota/Y3p09,bad:/BRANDS2RATEQuota/gvZBa,bad:/CONAgeQuota/NVAwB,badopen,20260310_09:13_v2,bad",5,0,0,0,3,"[""Scraper"", ""Grass chopper"", ""I cut the garden Grass"", ""The characters in the video"", ""1""]"
260300_ECHO,mz36dvkppekng1mg,0,"qualified,/GenderQuota/SXXcl/fVOe7,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5,/BRANDS2RATEQuota/UnJMD",5,0,0,0,4,"[""blower"", ""hedge trimer"", ""planted our garden and used the tiller battery operated and weeding"", ""milwaukee"", ""1""]"
260300_ECHO,7ybf6rfpw6x8z24t,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,202603",4,2,0,0,3,"[""None"", ""None"", ""Tree removal and yard cleanup"", ""1""]"
260300_ECHO,p50c4w6rjzs0hn4h,0,"qualified,/GenderQuota/GKGGU/fVOe7,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,20260310_09:13_v2,/CONAgeQuota/O49cL,/TotalQuota/Total,/BRANDS2RATEQuota/Fnvrj,/ChannelQuota/HD or OPE dealers/a79T5",6,0,0,0,4,"[""rototiller"", ""rototiller"", ""I had to disassemble the carburetor on my mower to clean it and get it running."", ""Murray, Troy-Bilt"", ""Reddit"", ""1""]"
260300_ECHO,uauck93nnxmbx00v,0,"qualified,/GenderQuota/SXXcl/fVOe7,/BRANDS2RATEQuota/bIVuw,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/exYNI,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/TotalQuota/Total,/ChannelQuota/Other channel/a79T5",4,0,0,0,3,"[""Kaboom"", ""Stihl"", ""Did the edging of my yard"", ""1""]"
260300_ECHO,z8c6959agjpdwjt7,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/RegionQuota/exYNI,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/GenderQuota/GKGG",5,2,0,0,4,"[""Nothing"", ""Nothing"", ""Nothing comes to mind"", ""Milwaukee"", ""1""]"
260300_ECHO,cz4btqj8xuupw8wd,1,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/BRANDS2RATEQuota/W0MBO,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/Ge",5,0,0,0,3,"[""Lg"", ""Mikano"", ""I like to my yard clean and beautiful"", ""That is what I think about it"", ""1""]"
260300_ECHO,1y915dg2p91arsau,1,"bad:/CLASSIFYQuota/yLx2x,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/BRANDS2RATEQuota/W0MBO,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGG",5,0,0,0,4,"[""2"", ""1"", ""I gathered a cordless lawn mower a hedge trimmer a string trimmer and a leaf blower and enured all batteries were fully charged first."", ""5"", ""1""]"
260300_ECHO,c53rmqpjmy1j4xv8,0,"qualified,/GenderQuota/GKGGU/fVOe7,/BRANDS2RATEQuota/Jbd7Y,/RegionQuota/b1V81,/CLASSIFYQuota/yLx2x,/CONAgeQuota/NVAwB,20260310_09:13_v2,/BRANDS2RATEQuota/Ariens,/TotalQuota/Total,/ChannelQuota/HD or OPE dealers/a79T5",4,0,0,0,3,"[""Electric chainsaw"", ""Tree cutter"", ""House remodeling and painting with gardening"", ""1""]"
