outcome,source_excel_row,uuid,status,decision,score,markers,raw_gap_hypothesis,raw_fields_json,rationale
FN,464,1yvn6ez6uu7h5ce0,5,KEEP,0,"bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/BRANDS2RATEQuota/W0MBO,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 5, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 4, ""brand_rating_high_8_10"": 24, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 1707.732}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,467,fhrf13yqbjvndvtc,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 4, ""brand_rating_high_8_10"": 29, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1635.185}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,477,4emycaew2xkgyqvu,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/CONAgeQuota/O49cL,bad:/BRANDS2RATEQuota/CC8Pm,bad:/ChannelQuota/Other channel/a79T5,bad:/BRANDS2RATEQuota/zNbns,bad:/TotalQuota/Total,bad:/GenderQuota/SXXcl/fVOe7,badopen,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:qualified",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 3, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 32, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 639.778}",No major semantic authenticity concern found | Protective: qc5: concrete recent OPE/lawn project; adequate timing plus grounded project open-end
FN,483,0613rx3rgdxhfthv,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/CONAgeQuota/O49cL,bad:/ChannelQuota/Other channel/a79T5,bad:/TotalQuota/Total,bad:/RegionQuota/exYNI,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,bad:qualified",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 2, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 1, ""brand_rating_high_8_10"": 15, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 608.759}",No major semantic authenticity concern found | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; adequate timing plus grounded project open-end
FN,494,bcbpegw80zbw0d91,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/BRANDS2RATEQuota/zNbns,bad:/TotalQuota/Total,bad:/FirmRevQuota/oBvFN,bad:qualified,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:/CLASSIFYQuota/BJPjU",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 9, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 27, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1235.981}",No major semantic authenticity concern found | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,500,smp5kd7mxm353b61,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/BRANDS2RATEQuota/bIVuw,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal | fragmented brand share allocation,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 10, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 9, ""brand_rating_high_8_10"": 21, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 519.925}",bottom-10% timing: 520s; missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,561,y336chgdu0enz24a,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/TotalQuota/Total,bad:/GenderQuota/SXXcl/fVOe7,badopen,bad:/BRANDS2RATEQuota/bIVuw,20260310_09:13_v2,bad:/CONAgeQuota/O49cL,bad:qualified",fragmented brand share allocation,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 9, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 8, ""brand_rating_high_8_10"": 23, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 659.717}",q11othr4: one-word weak text | Protective: q11othr4: plausible equipment/brand other-specify; qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing
FN,612,4wbbmhwfh3a02mf8,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/CONAgeQuota/O49cL,bad:/BRANDS2RATEQuota/W0MBO,bad:/ChannelQuota/Other channel/a79T5,bad:/TotalQuota/Total,bad:qualified,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 10, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 5, ""brand_rating_high_8_10"": 25, ""open_count"": 2, ""open_topic_count"": 0, ""qtime"": 766.17}",q29: low ad recall but plausible | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: personal/topical phrasing
FN,616,smzvzwy9aq3c2euc,5,KEEP,0,"bad:/BRANDS2RATEQuota/UnJMD,bad:/BRANDS2RATEQuota/bIVuw,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 14, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 7, ""brand_rating_high_8_10"": 24, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 1019.096}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,617,54cdj46fnaa1z426,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/W0MBO,bad:qualified",pro/classification branch signal | fragmented brand share allocation,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 12, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 12, ""brand_rating_high_8_10"": 31, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 945.644}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q19_2026othr1: plausible OPE brand
FN,619,51t77jth8cxrpwaw,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/CONAgeQuota/qikxx,bad:/BRANDS2RATEQuota/W0MBO,bad:/TotalQuota/Total,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,bad:/ChannelQuota/HD or OPE dealers/a79T5",open text lacks known OPE/store terms,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 10, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 4, ""brand_rating_high_8_10"": 26, ""open_count"": 2, ""open_topic_count"": 0, ""qtime"": 869.141}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,620,h8bn63qpq848qp6r,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/BRANDS2RATEQuota/zNbns,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/RegionQuota/exYNI,badopen,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj,bad:qualified",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 4, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 31, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 988.637}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,632,jtsmyfdcwz5u2svm,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UEGcM,bad:/ChannelQuota/HD or OPE dealers/a79T5,bad:/BRANDS2RATEQuota/u1IDH,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:qualified,badopen,bad:/RegionQuota/b1V81,bad:/GenderQuota/GKGGU/fVOe7,20260310_09:13_v2",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 3, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 27, ""open_count"": 3, ""open_topic_count"": 3, ""qtime"": 2693.043}",missing supplier metadata | Protective: q11othr2: plausible equipment/brand other-specify; q11othr5: plausible equipment/brand other-specify; qc5: concrete recent OPE/lawn project
FN,633,c9n6u76gwgugg5gq,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/RegionQuota/Qa7G0,bad:/BRANDS2RATEQuota/W0MBO,bad:/ChannelQuota/Other channel/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 17, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 2944.716}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,634,n3g1hdxb3kg5s541,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 20, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 2853.008}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,635,jv50ptymwvm72pxn,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/BRANDS2RATEQuota/UnJMD,bad:/ChannelQuota/Other channel/PHc09,bad:/TotalQuota/Total,bad:/RegionQuota/Y3p09,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 20, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 3429.343}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; q29: topical ad recall; q29: personal/topical phrasing
FN,638,8udcqtzcu2rf8vsp,5,KEEP,0,"bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Jbd7Y,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 5, ""brand_rating_high_8_10"": 18, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 3738.773}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; adequate timing plus grounded project open-end
FN,640,uuptmzvnq6kewas2,5,KEEP,0,"bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 29, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 4280.356}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,643,hfcqf4h8f8ukegpz,5,KEEP,0,"bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 32, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 4479.458}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,645,x24b7n9gakup0295,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/RegionQuota/Y3p09,bad:/GenderQuota/GKGGU/PGQDJ,bad:/BRANDS2RATEQuota/W0MBO,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:qualified",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 13, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 3, ""brand_rating_high_8_10"": 32, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 4823.014}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,646,stagv36cmgztxjwa,5,KEEP,0,"bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/RegionQuota/exYNI,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/gvZBa,bad:/BRANDS2RATEQuota/Fnvrj,bad:qualified",pro/classification branch signal | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 7, ""brand_rating_high_8_10"": 26, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 3380.87}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,647,0w2trbyqdbkjbx86,5,KEEP,0,"bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,bad:/BRANDS2RATEQuota/u1IDH,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 24, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 4323.549}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,649,qa6hcv0fs18vnrn7,5,KEEP,0,"bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 31, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 4176.038}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,651,8xx5688xp08r9eg6,5,KEEP,0,"bad:/CLASSIFYQuota/yLx2x,bad:/BRANDS2RATEQuota/UnJMD,bad:/ChannelQuota/Other channel/a79T5,bad:/TotalQuota/Total,bad:/CONAgeQuota/NVAwB,bad:/GenderQuota/SXXcl/fVOe7,badopen,bad:/BRANDS2RATEQuota/Jbd7Y,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:qualified",,"{""is_pro"": false, ""is_consumer"": true, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 8, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 6, ""brand_rating_high_8_10"": 32, ""open_count"": 3, ""open_topic_count"": 1, ""qtime"": 611.728}",q11othr1: repeated same text across 18 entries; q11othr4: one-word weak text | Protective: q11othr1: plausible equipment/brand other-specify; q11othr4: plausible equipment/brand other-specify; qc5: concrete recent OPE/lawn project
FN,654,caf72nvb5441aaje,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/BRANDS2RATEQuota/UnJMD,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 31, ""open_count"": 1, ""open_topic_count"": 1, ""qtime"": 4086.518}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,656,ywwvuz0rseuqq7mf,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 32, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 3889.77}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; brand chain includes recognizable OPE brands
FN,657,5rytcjk73vnvx2n0,5,KEEP,0,"bad:/BRANDS2RATEQuota/UnJMD,bad:/BRANDS2RATEQuota/bIVuw,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/RegionQuota/Y3p09,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 31, ""open_count"": 2, ""open_topic_count"": 1, ""qtime"": 4236.307}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; q29: topical ad recall; brand chain includes recognizable OPE brands
FN,671,zhe254ydarp8u36g,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/RegionQuota/Qa7G0,bad:/GenderQuota/GKGGU/PGQDJ,bad:/ChannelQuota/Other channel/PHc09,bad:/PROAgeQuota/ACXN8,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/Fnvrj",pro/classification branch signal | open text lacks known OPE/store terms,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 15, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 32, ""open_count"": 1, ""open_topic_count"": 0, ""qtime"": 2873.934}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; brand chain includes recognizable OPE brands; adequate timing plus grounded project open-end
FN,677,wyddtfr0axh6g8zk,5,KEEP,0,"bad:/PROAgeQuota/W6vqU,bad:/GenderQuota/SXXcl/PGQDJ,bad:/RegionQuota/Qa7G0,bad:/BRANDS2RATEQuota/W0MBO,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:qualified,badopen,bad:/CLASSIFYQuota/BJPjU,20260310_09:13_v2,bad:/BRANDS2RATEQuota/N5D6j",pro/classification branch signal,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": false, ""brand_share_answered"": 14, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 2, ""brand_rating_high_8_10"": 23, ""open_count"": 2, ""open_topic_count"": 2, ""qtime"": 1696.783}",missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q29: topical ad recall
FN,679,uw49f0kd13xrqpf4,5,KEEP,0,"bad:/BRANDS2RATEQuota/UEGcM,bad:/GenderQuota/GKGGU/PGQDJ,bad:/PROAgeQuota/ACXN8,bad:/ChannelQuota/HD or OPE dealers/PHc09,bad:/TotalQuota/Total,bad:/FirmRevQuota/J4v3E,bad:/BRANDS2RATEQuota/gvZBa,badopen,bad:/CLASSIFYQuota/BJPjU,bad:/RegionQuota/b1V81,20260310_09:13_v2,bad:qualified",pro/classification branch signal | Ariens/brand quota condition | fragmented brand share allocation,"{""is_pro"": true, ""is_consumer"": false, ""list25"": false, ""conditionsAriens"": true, ""brand_share_answered"": 10, ""brand_share_sum"": 100.0, ""brand_share_nonzero"": 10, ""brand_rating_high_8_10"": 13, ""open_count"": 3, ""open_topic_count"": 2, ""qtime"": 2057.215}",q19_2026othr1: repeated same text across 38 entries; missing supplier metadata | Protective: qc5: concrete recent OPE/lawn project; qc5: personal/topical phrasing; q19_2026othr1: plausible OPE brand
